state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff,year
Washington,53037,Kittitas County,14645,10810,26309,3835.0,0.5566536166330913,0.4108860085902163,0.145767608042875,2024
Washington,53039,Klickitat County,7178,5917,13527,1261.0,0.5306424188659717,0.4374214533895172,0.0932209654764544,2024
Washington,53041,Lewis County,29322,14433,45112,14889.0,0.6499822663592836,0.3199370455754566,0.3300452207838269,2024
Washington,53043,Lincoln County,5272,1678,7107,3594.0,0.7418038553538765,0.2361052483467004,0.5056986070071761,2024
Washington,53045,Mason County,18127,17215,36502,912.0,0.4966029258670758,0.4716179935346008,0.0249849323324749,2024
Washington,53047,Okanogan County,11555,8466,20617,3089.0,0.560459814716011,0.4106320027162051,0.1498278119998059,2024
Washington,53049,Pacific County,7010,6825,14178,185.0,0.4944279870221469,0.4813796022005924,0.0130483848215545,2024
Washington,53051,Pend Oreille County,5826,2461,8497,3365.0,0.6856537601506414,0.2896316346945981,0.3960221254560433,2024
Washington,53053,Pierce County,188194,235169,436685,-46975.0,0.4309605321913965,0.5385323516951578,-0.1075718195037612,2024
Washington,53055,San Juan County,2890,9539,12939,-6649.0,0.223355746193678,0.7372285338897906,-0.5138727876961126,2024
